index_label,material,Gap,type_gap,lattice,cbm_up,cbm_down,vbm_up,vbm_down,lexing,CBM-up,VBM-up,CBM-down,VBM-down
5558,SInAlSe+TeGaAlSe,0.971,Indirect,3.893,0.0045,0.3101,0.6838,0,2,-3.9168244,-4.8878244,-3.7989232,-4.7699232
5559,SInAlSe+TeGaAlSe-1,1.127,Indirect,3.886,0.0068,0.3091,0.6843,0.0011,2,-4.0221749,-5.1493749,-3.3022043,-4.4294043
5560,SInAlSe+TeGaAlSe-2,1.718,Indirect,3.889,0.125,0.167,0.6846,0,5,-3.6330701,-5.3508701,-4.4963558,-6.2141558
5561,SInAlSe+TeGaAlSe-3,1.848,Indirect,3.888,0.2209,0.0874,0.6838,0.0008,5,-3.322373,-5.169873,-4.6267706,-6.4742706
5562,SInAlSe+TeInAlS,0.139,Direct,3.878,0.6964,0,0.6969,0,1,-3.9110746,-4.0498746,-3.8229448,-3.9617448
5563,SInAlSe+TeInAlS-1,0.449,Direct,3.885,0.6968,0.001,0.6989,0.001,1,-3.7674506,-4.2167506,-3.7332786,-4.1825786
5564,SInAlSe+TeInAlS-2,-0.234,Direct,3.89,0.6964,0.0004,0.4017,0.0721,3,-4.6876256,-4.4538256,-4.751271,-4.517471
5565,SInAlSe+TeInAlS-3,0.797,Indirect,3.885,0.2883,0.0138,0.6988,0.0005,1,-4.1686396,-4.9660396,-4.317755,-5.115155
5566,SInAlSe+TeInAlSe,0.404,Direct,3.931,0.6923,0,0.6934,0,1,-4.1315984,-4.5359984,-4.0317143,-4.4361143
5567,SInAlSe+TeInAlSe-1,-0.581,Direct,3.932,0.6884,0.0044,0.0786,0.4307,3,-4.2845828,-3.7031828,-4.2539603,-3.6725603
5568,SInAlSe+TeInAlSe-2,0.978,Direct,3.936,0.1476,0.3641,0.6951,0,5,-4.2101741,-5.1877741,-4.271335,-5.248935
5569,SInAlSe+TeInAlSe-3,1.161,Indirect,3.932,0.3,0.0345,0.6943,0.0007,1,-4.0086689,-5.1699689,-4.1623,-5.3236
5570,Al2SSe+In2SeTe,1.392,Indirect,3.929,0.1129,0.1707,0.6978,0,5,-3.5287543,-4.9203543,-3.8334068,-5.2250068
5571,Al2SSe+In2SeTe-3,1.204,Indirect,3.928,0.0587,0.191,0.6967,0.0003,5,-3.9508449,-5.1549449,-3.9169972,-5.1210972
5572,Al2SSe+In2SSe-1,2.259,Indirect,3.811,0.1231,0.1671,0.1631,0.3734,6,-4.000922,-6.259722,-3.967536,-6.226336
5573,Al2SSe+In2SSe-3,2.32,Indirect,3.818,0.1217,0.1663,0.144,0.3812,6,-4.0998756,-6.4200756,-3.8011294,-6.1213294
5574,Al2SSe+In2STe-1,1.049,Indirect,3.888,0.0623,0.1902,0.701,0.0006,5,-4.0827401,-5.1313401,-4.0264161,-5.0750161
5575,Al2SSe+In2STe-3,1.027,Indirect,3.891,0.0657,0.1887,0.7019,0.0003,5,-4.3286866,-5.3561866,-3.7897231,-4.8172231
5576,Al2SSe+Al2STe-1,1.266,Indirect,3.745,0.0416,0.1838,0.5781,0.0004,2,-3.9085885,-5.1749885,-3.7889281,-5.0553281
5577,Al2SSe+Al2STe-3,1.253,Indirect,3.745,0.0444,0.1794,0.5783,0.0002,2,-3.8415106,-5.0942106,-3.8269731,-5.0796731
5578,Al2SSe+Ga2SeTe-2,1.597,Indirect,3.807,0.0355,0.2046,0.7007,0,2,-3.4056758,-5.0022758,-3.7344072,-5.3310072
5579,Al2SSe+In2SeTe-1,1.204,Indirect,3.923,0.0477,0.1954,0.6979,0.0007,2,-3.9633402,-5.1673402,-3.9305003,-5.1345003
5580,Al2SSe+In2SSe,2.3,Indirect,3.815,0.2883,0.0985,0.0971,0.4084,5,-3.710098,-6.010398,-3.9077243,-6.2080243
5581,Al2SSe+In2SSe-2,2.294,Indirect,3.819,0.2699,0.1039,0.0923,0.4115,5,-3.814927,-6.109327,-3.8280857,-6.1224857
5582,Al2SSe+In2STe,1.288,Indirect,3.888,0.4057,0.0604,0.7018,0,1,-3.6554966,-4.9430966,-3.7080221,-4.9956221
5583,Al2SSe+In2STe-2,1.33,Indirect,3.894,0.4295,0.049,0.7021,0,1,-3.6491232,-4.9793232,-3.7090437,-5.0392437
5584,Al2SSe+Al2STe,1.329,Indirect,3.748,0.0866,0.1373,0.578,0,5,-3.6337437,-4.9628437,-3.8046644,-5.1337644
5585,Al2SSe+Al2STe-2,1.279,Indirect,3.736,0.0887,0.1338,0.5799,0,5,-3.6372683,-4.9158683,-3.8078883,-5.0864883
5586,Al2SSe+Ga2SeTe,1.631,Indirect,3.816,0.0491,0.2008,0.6993,0,2,-3.416821,-5.047621,-3.7520998,-5.3828998
5587,Al2SSe+Ga2SeTe-3,1.368,Indirect,3.814,0.0275,0.2086,0.6992,0.0002,2,-3.8895272,-5.2579272,-3.8586145,-5.2270145
5588,Al2SSe+GaAlS2-2,2.436,Indirect,3.633,0.0248,0.2111,0.4718,0.0805,2,-4.5208746,-6.9567746,-3.7012921,-6.1371921
5589,Al2SSe+GaAlS2-3,2.405,Indirect,3.633,0.2697,0.0095,0.1333,0.3532,5,-3.3796,-5.7846,-4.0702109,-6.4752109
5590,Al2SSe+GaAlSe2,2.215,Indirect,3.712,0.0233,0.2101,0.4292,0.1305,5,-4.2603026,-6.4753026,-3.7559662,-5.9709662
5591,Al2SSe+GaAlSe2-1,2.31,Indirect,3.731,0.1827,0.0986,0.2184,0.3044,6,-3.3125063,-5.6224063,-3.874181,-6.184081
5592,Al2SSe+GaAlSe2-2,2.25,Indirect,3.719,0.02,0.2119,0.4389,0.1193,5,-4.2519444,-6.5016444,-3.7190882,-5.9687882
5593,Al2SSe+GaAlSe2-3,2.364,Indirect,3.713,0.1626,0.1113,0.2054,0.3122,6,-3.3190227,-5.6830227,-3.8321639,-6.1961639
5594,Al2SSe+GaAlTe2-1,1.654,Indirect,3.886,0.0172,0.2083,0.6834,0.0006,2,-3.3694295,-5.0234295,-3.7710173,-5.4250173
5595,Al2SSe+GaAlTe2-3,1.674,Indirect,3.883,0.0222,0.2047,0.6854,0.0004,2,-3.3675406,-5.0416406,-3.7676172,-5.4417172
5596,Al2SSe+Ga2SeTe-1,1.378,Indirect,3.812,0.0219,0.2119,0.7007,0.0005,2,-4.0308618,-5.4083618,-3.7543939,-5.1318939
5597,Al2SSe+Ga2SSe,2.519,Indirect,3.691,0.1067,0.1754,0.2635,0.2889,6,-3.5232282,-6.0426282,-3.767689,-6.287089
5598,Al2SSe+Ga2SSe-1,2.414,Indirect,3.682,0.0381,0.2109,0.3867,0.2087,5,-3.8760947,-6.2895947,-3.8541423,-6.2676423
5599,Al2SSe+Ga2STe,1.571,Indirect,3.775,0.448,0.0348,0.7061,0,1,-3.2857232,-4.8564232,-3.8172682,-5.3879682
5600,Al2SSe+Ga2STe-2,1.577,Indirect,3.776,0.4463,0.0337,0.7058,0,1,-3.491561,-5.068161,-3.5445539,-5.1211539
5601,Al2SSe+Ga2STe-3,1.111,Indirect,3.76,0.0417,0.2043,0.7078,0.0003,2,-4.0460034,-5.1570034,-3.9916198,-5.1026198
5602,Al2SSe+GaAlS2,2.406,Indirect,3.626,0.0374,0.199,0.4499,0.1032,2,-4.5048711,-6.9104711,-3.7694933,-6.1750933
5603,Al2SSe+GaAlS2-1,2.323,Indirect,3.627,0.269,0.0119,0.1507,0.3438,5,-3.3884092,-5.7113092,-4.1614707,-6.4843707
5604,SInAlTe+SInGaTe-3,1.722,Indirect,4.017,0.5656,0.0653,0.0888,0.4975,2,-4.0869821,-5.8092821,-4.2537782,-5.9760782
5605,SInAlTe+TeGaAlS-2,1.695,Indirect,3.924,0.242,0.033,0.6798,0,1,-3.7851148,-5.4802148,-4.6471338,-6.3422338
5606,SInAlTe+TeGaAlS,1.29,Indirect,3.945,0.0082,0.3467,0.6756,0,2,-3.691578,-4.981978,-3.5686958,-4.8590958
5607,SInAlTe+TeGaAlS-3,1.857,Indirect,3.924,0.2659,0.0085,0.6611,0.0152,1,-4.0417002,-5.8991002,-4.1524975,-6.0098975
5608,SInAlTe+TeInGaS,0.869,Direct,3.996,0.5881,0.0464,0.691,0,1,-3.9770868,-4.8465868,-3.9055994,-4.7750994
5609,SInAlTe+TeInGaS-1,0.856,Direct,3.991,0.4288,0.2006,0.6915,0.0014,5,-4.1411694,-4.9968694,-3.9953542,-4.8510542
5610,SInAlTe+TeGaAlSe,1.473,Indirect,3.975,0.0094,0.3417,0.6705,0,2,-3.6658158,-5.1391158,-3.5504957,-5.0237957
5611,SInAlTe+TeInGaS-2,0.812,Direct,3.999,0.528,0.0961,0.6913,0,1,-4.3683375,-5.1801375,-5.6772159,-6.4890159
5612,SInAlTe+TeInGaS-3,0.932,Direct,3.996,0.5674,0.0856,0.6872,0.0027,1,-4.9658042,-5.8980042,-5.0200034,-5.9522034
5613,SInAlTe+TeInGaSe,1.165,Direct,4.047,0.5033,0.1252,0.6856,0,1,-3.8449627,-5.0099627,-3.7622639,-4.9272639
5614,SInAlTe+TeInGaSe-1,1.091,Direct,4.04,0.3761,0.2389,0.6858,0.0014,5,-3.9805348,-5.0714348,-3.8641291,-4.9550291
5615,SInAlTe+TeInGaSe-2,1.167,Direct,4.039,0.5366,0.0864,0.687,0,1,-4.1670015,-5.3342015,-5.3378672,-6.5050672
5616,SInAlTe+TeInGaSe-3,1.249,Direct,4.044,0.5642,0.0733,0.6826,0.003,1,-4.7072092,-5.9561092,-4.7878274,-6.0367274
5617,SInAlTe+SInGaSe,1.94,Indirect,3.934,0.462,0.1612,0.5635,0.0973,5,-4.6202712,-6.5598712,-3.0649689,-5.0045689
5618,SInAlTe+SInGaSe-1,1.88,Direct,3.945,0.5557,0.0726,0.4276,0.1896,5,-3.8552733,-5.7349733,-3.7856114,-5.6653114
5619,SInAlTe+SInGaSe-2,1.67,Indirect,3.93,0.5685,0.0632,0.1799,0.4255,5,-4.7977821,-6.4674821,-4.8504503,-6.5201503
5620,SInAlTe+SInGaSe-3,1.403,Indirect,3.932,0.5638,0.069,0.0988,0.4895,2,-4.7131879,-6.1165879,-4.8323039,-6.2357039
5621,SInAlTe+SInGaTe,1.784,Indirect,4.021,0.0182,0.3423,0.5467,0.0987,2,-3.9293562,-5.7138562,-3.760302,-5.544802
5622,SInAlTe+SInGaTe-2,2.043,Indirect,4.018,0.4788,0.1536,0.2616,0.3573,6,-4.2828802,-6.3262802,-4.3166558,-6.3600558
5623,SInAlTe+TeGaAlS-1,1.455,Indirect,3.922,0.0307,0.3361,0.6795,0.0016,2,-3.8862258,-5.3408258,-3.0341241,-4.4887241
5624,SInAlTe+TeGaAlSe-1,1.683,Indirect,3.975,0.0192,0.3393,0.6695,0.0012,2,-3.4484624,-5.1317624,-3.3724479,-5.0557479
5625,SInAlTe+TeGaAlSe-2,1.999,Indirect,3.973,0.2601,0.0483,0.6705,0,1,-4.0102164,-6.0090164,-4.0922564,-6.0910564
5626,SInAlTe+TeGaAlSe-3,2.047,Indirect,3.969,0.2867,0.0174,0.1932,0.3907,5,-3.8916658,-5.9385658,-4.0121381,-6.0590381
5627,SInAlTe+TeInAlS,0.541,Indirect,3.989,0.0184,0.3258,0.6894,0,2,-3.8724173,-4.4138173,-3.7238455,-4.2652455
5628,SInAlTe+TeInAlS-1,0.859,Direct,3.979,0.3179,0.1814,0.6889,0.0008,5,-3.9040644,-4.7627644,-3.2155332,-4.0742332
5629,SInAlTe+TeInAlS-2,0.853,Direct,3.986,0.4255,0.0357,0.6909,0,1,-4.5234905,-5.3760905,-4.5794492,-5.4320492
5630,SInAlTe+TeInAlS-3,0.994,Direct,3.971,0.4225,0.0654,0.6866,0.0043,1,-4.3883328,-5.3820328,-4.5203598,-5.5140598
5631,SInAlTe+TeInAlSe,0.941,Indirect,4.031,0.0119,0.3324,0.6854,0,2,-3.7781502,-4.7187502,-3.638924,-4.579524
5632,SInAlTe+TeInAlSe-1,1.157,Direct,4.029,0.2564,0.2592,0.6846,0.0019,5,-3.5443753,-4.7011753,-3.487939,-4.644739
5633,SInAlTe+TeInAlSe-2,1.21,Direct,4.024,0.4001,0.0666,0.6866,0,1,-4.3369259,-5.5474259,-4.4017525,-5.6122525
5634,SInAlTe+TeInAlSe-3,1.325,Direct,4.029,0.4202,0.0511,0.6823,0.0027,1,-4.2421295,-5.5675295,-4.3834013,-5.7088013
5635,SInGaTe+TeGaAlS-1,1.634,Direct,3.94,0.1746,0.3919,0.6757,0.0011,5,-3.7444123,-5.3788123,-3.2606419,-4.8950419
5636,SInGaTe+TeGaAlS-2,1.722,Direct,3.94,0.4011,0.0761,0.6764,0,1,-3.8079634,-5.5300634,-4.3203241,-6.0424241
5637,SInGaTe+TeGaAlSe,1.62,Direct,3.996,0.073,0.5547,0.6667,0,2,-3.7433686,-5.3630686,-3.6647878,-5.2844878
5638,SInGaTe+TeGaAlSe-1,1.839,Direct,3.973,0.1308,0.4628,0.6711,0.0019,5,-3.496164,-5.335364,-3.4576807,-5.2968807
5639,SInGaTe+TeGaAlSe-2,1.944,Indirect,3.967,0.2296,0.1404,0.6727,0.0001,5,-3.9251112,-5.8693112,-3.9731068,-5.9173068
5640,SInGaTe+TeGaAlSe-3,1.962,Indirect,3.979,0.3377,0.177,0.2512,0.3784,6,-3.798846,-5.760846,-3.8867955,-5.8487955
5641,SInGaSe+SInGaTe,1.135,Direct,3.935,0.0852,0.5544,0.6782,0.0009,2,-5.1845594,-6.3194594,-4.1333089,-5.2682089
5642,SInGaSe+SInGaTe-1,1.743,Direct,3.939,0.0954,0.5435,0.6785,0,2,-3.7955523,-5.5382523,-4.1654593,-5.9081593
5643,SInGaSe+SInGaTe-2,1.538,Direct,3.936,0.1032,0.5359,0.6784,0.0017,2,-4.7126065,-6.2507065,-4.6865737,-6.2246737
5644,SInGaSe+SInGaTe-3,1.821,Direct,3.948,0.1786,0.4648,0.1975,0.4502,6,-4.0354703,-5.8568703,-4.1519249,-5.9733249
5645,SInGaSe+TeGaAlS,0.789,Direct,3.854,0.0539,0.5771,0.6902,0,2,-4.4072484,-5.1966484,-3.7342878,-4.5236878
5646,SInGaSe+TeGaAlS-1,1.088,Direct,3.854,0.0554,0.563,0.6891,0.0008,2,-3.8468769,-4.9349769,-3.8277376,-4.9158376
5647,SInGaSe+TeGaAlS-2,1.253,Direct,3.842,0.0858,0.5451,0.6926,0,2,-3.9015343,-5.1542343,-4.1954879,-5.4481879
5648,SInGaSe+TeGaAlS-3,1.458,Direct,3.848,0.1343,0.4527,0.6892,0.0011,5,-3.5315516,-4.9900516,-4.306886,-5.765386
5649,SInGaSe+TeGaAlSe,0.894,Direct,3.9,0.0648,0.5673,0.6819,0,2,-4.2520356,-5.1461356,-4.1976874,-5.0917874
5650,SInGaSe+TeGaAlSe-1,1.169,Direct,3.896,0.06,0.5673,0.6823,0.0012,2,-3.9695632,-5.1386632,-3.9609646,-5.1300646
5651,SInGaSe+TeGaAlSe-2,1.312,Direct,3.9,0.0755,0.5567,0.6827,0,2,-4.0735809,-5.3854809,-4.4191286,-5.7310286
5652,SInGaSe+TeGaAlSe-3,1.56,Direct,3.897,0.0893,0.5298,0.6821,0.0017,2,-3.6418006,-5.2015006,-4.4202526,-5.9799526
5653,SInGaSe+TeInAlS,0.435,Direct,3.901,0.6958,0,0.6975,0,1,-4.1594475,-4.5941475,-4.1112792,-4.5459792
5654,SInGaSe+TeInAlS-1,0.421,Direct,3.903,0.696,0.0011,0.6972,0.0011,1,-4.1698824,-4.5909824,-4.1957735,-4.6168735
5655,SInGaSe+TeInAlS-2,0.417,Direct,3.907,0.6974,0,0.6976,0,1,-4.5439136,-4.9607136,-4.5739801,-4.9907801
5656,SInGaSe+TeInAlS-3,0.436,Direct,3.885,0.695,0.0012,0.6967,0.0013,1,-4.4269717,-4.8634717,-4.5315344,-4.9680344
5657,SInGaSe+TeInAlSe,0.418,Direct,3.955,0.6908,0,0.6925,0,1,-4.4770267,-4.8952267,-4.4426611,-4.8608611
5658,SInGaSe+TeInAlSe-1,-0.296,Direct,3.936,0.6905,0.0023,0.0892,0.5239,3,-4.4127295,-4.1166295,-4.4511499,-4.1550499
5659,SInGaSe+TeInAlSe-3,0.811,Direct,3.952,0.0954,0.5096,0.6919,0.0008,2,-4.1712566,-4.9827566,-4.2656439,-5.0771439
5660,SInGaSe+TeInGaS,0.427,Direct,3.929,0.6955,0,0.697,0,1,-4.5370346,-4.9640346,-4.5465927,-4.9735927
5661,SInGaSe+TeInGaS-1,0.432,Direct,3.906,0.6968,0.0011,0.6987,0.0012,1,-4.6184568,-5.0505568,-4.567061,-4.999161
5662,SInGaSe+TeInGaS-2,0.435,Direct,3.918,0.6962,0,0.6984,0,1,-4.7811337,-5.2159337,-4.8630518,-5.2978518
5663,SInGaSe+TeInGaS-3,0.449,Direct,3.925,0.6947,0.0013,0.6971,0.0014,1,-4.8773034,-5.3267034,-5.0852201,-5.5346201
5664,SInGaSe+TeInGaSe,0.041,Direct,3.964,0.2475,0.3992,0.6496,0.0389,5,-4.5336376,-4.5748376,-4.5336965,-4.5748965
5665,SInGaSe+TeInGaSe-1,-0.236,Direct,3.963,0.6917,0.0014,0.1609,0.4698,3,-4.7946739,-4.5588739,-4.7756931,-4.5398931
5666,SInGaSe+TeInGaSe-2,0.811,Direct,3.966,0.2856,0.3605,0.6943,0,5,-4.4810726,-5.2920726,-4.5382774,-5.3492774
5667,SInGaSe+TeInGaSe-3,0.804,Direct,3.963,0.208,0.4218,0.6935,0.0012,5,-4.5645156,-5.3683156,-4.6014681,-5.4052681
5668,SInGaTe+TeGaAlS,1.549,Indirect,3.951,0.0063,0.562,0.6732,0,2,-3.6049143,-5.1537143,-3.5254009,-5.0742009
5669,TeGaAlS+TeInGaSe-2,1.166,Direct,3.974,0.5652,0.0664,0.6938,0,1,-4.0787752,-5.2442752,-4.1150999,-5.2805999
5670,TeGaAlS+TeInGaSe-1,1.065,Direct,3.965,0.4479,0.1353,0.6824,0.011,5,-4.0185691,-5.0839691,-3.9843937,-5.0497937
5671,TeGaAlS+TeInGaSe-3,1.14,Direct,3.954,0.5024,0.1104,0.695,0.0006,1,-4.1144023,-5.2542023,-4.1262395,-5.2660395
5672,SInGaTe+TeInAlS,0.766,Direct,4.013,0.1146,0.5122,0.687,0,2,-4.4571491,-5.2228491,-3.3611691,-4.1268691
5673,SInGaTe+TeInAlS-1,0.852,Direct,3.988,0.2983,0.2295,0.688,0.001,5,-3.8203296,-4.6726296,-3.7954154,-4.6477154
5674,SInGaTe+TeInAlS-2,0.814,Direct,3.99,0.4083,0.0729,0.689,0,1,-4.4175691,-5.2320691,-4.439572,-5.254072
5675,SInGaTe+TeInAlS-3,0.96,Direct,3.985,0.399,0.1008,0.6816,0.0088,5,-4.3034828,-5.2632828,-4.4040382,-5.3638382
5676,SInGaTe+TeInAlSe,0.919,Direct,4.023,0.1295,0.4943,0.687,0,5,-3.9327524,-4.8513524,-3.8352977,-4.7538977
5677,SInGaTe+TeInAlSe-1,1.124,Direct,4.036,0.2155,0.3377,0.6846,0.0014,5,-3.8492462,-4.9729462,-3.6584045,-4.7821045
5678,SInGaTe+TeInAlSe-2,1.114,Direct,4.024,0.3386,0.1723,0.6868,0,5,-4.1676679,-5.2821679,-4.4487989,-5.5632989
5679,SInGaTe+TeInAlSe-3,1.298,Direct,4.03,0.3763,0.1153,0.6739,0.013,5,-4.1302507,-5.4281507,-4.2333087,-5.5312087
5680,SInGaTe+TeInGaS,0.9,Direct,4.017,0.5972,0.0413,0.6892,0,1,-4.3375755,-5.2376755,-4.0352097,-4.9353097
5681,SInGaTe+TeInGaS-1,0.833,Direct,4.006,0.3942,0.2557,0.6895,0.0011,5,-4.3721242,-5.2049242,-4.2680517,-5.1008517
5682,SInGaTe+TeInGaS-2,0.84,Direct,4.012,0.5605,0.074,0.6892,0,1,-4.7851231,-5.6255231,-4.8791162,-5.7195162
5683,SInGaTe+TeInGaS-3,0.943,Direct,4.003,0.5154,0.1411,0.6798,0.0104,5,-4.8436098,-5.7863098,-4.8618816,-5.8045816
5684,SInGaTe+TeInGaSe,1.15,Direct,4.053,0.4826,0.1594,0.6855,0,5,-4.0494946,-5.1990946,-4.0073786,-5.1569786
5685,SInGaTe+TeInGaSe-1,1.066,Direct,4.053,0.3207,0.314,0.6849,0.0011,5,-4.2133845,-5.2793845,-4.1340976,-5.2000976
5686,SInGaTe+TeInGaSe-2,1.142,Direct,4.052,0.5388,0.0912,0.6852,0,1,-4.5648678,-5.7072678,-4.6467333,-5.7891333
5687,SInGaTe+TeInGaSe-3,1.206,Direct,4.051,0.4839,0.1595,0.6661,0.0196,5,-4.6248794,-5.8306794,-4.6683568,-5.8741568
5688,TeGaAlS+TeGaAlSe,1.502,Indirect,3.89,0.0214,0.2557,0.6847,0.0001,2,-3.8537799,-5.3561799,-3.4636842,-4.9660842
5689,TeGaAlS+TeGaAlSe-1,1.648,Indirect,3.887,0.0363,0.2414,0.3416,0.35,5,-3.4313128,-5.0796128,-3.471705,-5.120005
5690,TeGaAlS+TeGaAlSe-2,1.577,Indirect,3.881,0.0463,0.2221,0,0.686,1,-3.7050716,-5.2823716,-3.7112246,-5.2885246
5691,TeGaAlS+TeGaAlSe-3,1.538,Indirect,3.896,0.1475,0.1419,0,0.6836,5,-3.3464921,-4.8843921,-3.8321438,-5.3700438
5692,TeGaAlS+TeInAlS,0.431,Direct,3.894,0.6965,0,0.6982,0,1,-4.13526,-4.56666,-4.0860456,-4.5174456
5693,TeGaAlS+TeInAlS-1,0.829,Direct,3.892,0.3677,0.0979,0.6833,0.0168,5,-3.6497785,-4.4786785,-3.6711199,-4.5000199
5694,TeGaAlS+TeInAlS-2,0.546,Indirect,3.882,0.2136,0.0691,0.6724,0.0027,5,-3.9597076,-4.5052076,-3.9371287,-4.4826287
5695,TeGaAlS+TeInAlS-3,0.826,Direct,3.898,0.4036,0.0707,0.698,0.0004,1,-3.8779975,-4.7037975,-3.9450714,-4.7708714
5696,TeGaAlS+TeInAlSe,0.789,Direct,3.938,0.1419,0.3291,0.694,0,5,-3.9137047,-4.7027047,-3.8484869,-4.6374869
5697,TeGaAlS+TeInAlSe-1,1.192,Direct,3.946,0.2794,0.1845,0.6784,0.0172,5,-3.42775,-4.61925,-3.6780555,-4.8695555
5698,TeGaAlS+TeInAlSe-2,1.019,Indirect,3.947,0.0766,0.1981,0.6927,0,5,-3.8888928,-4.9077928,-3.8714291,-4.8903291
5699,TeGaAlS+TeInAlSe-3,1.168,Indirect,3.938,0.2802,0.047,0.694,0.0004,1,-3.7063688,-4.8738688,-3.7803526,-4.9478526
5700,TeGaAlS+TeInGaS,0.417,Direct,3.915,0.698,0,0.6976,0,1,-4.4882369,-4.9048369,-4.5018277,-4.9184277
5701,TeGaAlS+TeInGaS-1,0.667,Direct,3.91,0.5168,0.1007,0.6859,0.0139,1,-4.2391696,-4.9065696,-4.1800974,-4.8474974
5702,TeGaAlS+TeInGaS-2,0.207,Direct,3.907,0.5582,0.0717,0.6978,0.0005,1,-4.1907325,-4.3978325,-4.7455324,-4.9526324
5703,TeInAlSe+TeInGaS-1,0.858,Direct,4.017,0.4083,0.1759,0.3721,0.3225,6,-4.4220857,-5.2800857,-4.3350221,-5.1930221
5704,TeInAlSe+TeInGaS-2,0.407,Direct,4.027,0,0.6837,0,0.6853,1,-4.7211401,-5.1283401,-4.7542135,-5.1614135
5705,TeInAlSe+TeInGaS-3,-0.528,Direct,4.012,0.0563,0.622,0.4106,0.2189,3,-5.3163717,-4.7884717,-5.293581,-4.765681
5706,TeInAlSe+TeInGaSe,0.983,Direct,4.05,0.4836,0.1089,0.0024,0.6811,2,-4.1836474,-5.1666474,-4.1626523,-5.1456523
5707,TeInAlSe+TeInGaSe-1,1.042,Direct,4.06,0.347,0.2063,0.3515,0.3396,6,-4.5399233,-5.5821233,-3.9566185,-4.9988185
5708,TeInAlSe+TeInGaSe-2,0.703,Direct,4.055,0.51,0.1189,0,0.6847,2,-4.407717,-5.110317,-4.4603137,-5.1629137
5709,TeInAlSe+TeInGaSe-3,0.781,Direct,4.067,0.4359,0.1724,0,0.6829,5,-4.5211479,-5.3019479,-4.6480624,-5.4288624
5710,TeInGaS+TeInGaSe,0.786,Direct,4.036,0.4415,0.2011,0.0026,0.6842,5,-4.6870997,-5.4728997,-4.7545598,-5.5403598
5711,TeInGaS+TeInGaSe-1,0.817,Direct,4.032,0.3176,0.3199,0.2737,0.4208,6,-4.7621301,-5.5790301,-4.7977998,-5.6146998
5712,TeInGaS+TeInGaSe-2,0.809,Direct,4.035,0.1005,0.5414,0.6869,0,2,-4.4418235,-5.2506235,-4.4265306,-5.2353306
5713,TeInGaS+TeInGaSe-3,0.478,Direct,4.034,0.0742,0.5602,0.6839,0.0021,2,-4.7091427,-5.1867427,-4.6638221,-5.1414221
5714,TeGaAlSe+TeInAlS,0.708,Direct,3.948,0.3734,0.0875,0.6933,0,1,-3.9379428,-4.6464428,-3.8674265,-4.5759265
5715,TeGaAlSe+TeInAlS-1,0.92,Direct,3.943,0.3998,0.0746,0.6833,0.0119,1,-3.757386,-4.677786,-3.7695351,-4.6899351
5716,TeGaAlSe+TeInAlS-2,0.842,Direct,3.937,0.422,0.0314,0.6961,0,1,-3.9721159,-4.8146159,-3.9406923,-4.7831923
5717,TeGaAlSe+TeInAlS-3,0.892,Direct,3.94,0.4083,0.0695,0.6928,0.0006,1,-3.9633776,-4.8555776,-4.01707,-4.90927
5718,TeGaAlSe+TeInAlSe,1.049,Direct,3.991,0.2275,0.2385,0.6893,0,5,-3.8448025,-4.8938025,-3.7803827,-4.8293827
5719,TeGaAlSe+TeInAlSe-1,1.256,Direct,3.992,0.3658,0.0974,0.6783,0.0118,5,-3.5260999,-4.7825999,-3.7276646,-4.9841646
5720,TeGaAlSe+TeInAlSe-2,1.228,Direct,3.997,0.3407,0.1389,0.6893,0,5,-3.8656372,-5.0933372,-3.8433927,-5.0710927
5721,TeGaAlSe+TeInAlSe-3,1.259,Direct,3.986,0.396,0.0721,0.6896,0.0007,1,-3.5024959,-4.7614959,-4.109293,-5.368293
5722,TeGaAlSe+TeInGaS-1,0.897,Direct,3.963,0.5308,0.0996,0.6842,0.0109,1,-4.6293647,-5.5265647,-3.9359218,-4.8331218
5723,TeGaAlSe+TeInGaS-2,0.786,Direct,3.95,0.5314,0.0961,0.697,0,1,-4.2205036,-5.0060036,-4.6354252,-5.4209252
5724,TeGaAlSe+TeInGaS-3,0.883,Direct,3.968,0.5316,0.1085,0.6932,0.0008,1,-4.5449615,-5.4283615,-4.5160666,-5.3994666
5725,TeGaAlSe+TeInGaSe,1.093,Direct,4,0.5074,0.0976,0.6901,0,1,-4.0948755,-5.1880755,-3.963503,-5.056703
5726,TeGaAlSe+TeInGaSe-1,1.173,Direct,4.004,0.4966,0.1096,0.6769,0.014,1,-4.0795829,-5.2521829,-4.0395529,-5.2121529
5727,TeGaAlSe+TeInGaSe-2,1.164,Direct,4.007,0.5369,0.0909,0.6915,0,1,-4.1928064,-5.3569064,-4.2229517,-5.3870517
5728,TeGaAlSe+TeInGaSe-3,1.164,Direct,4.004,0.519,0.1031,0.6887,0.0009,1,-4.2662552,-5.4298552,-4.2670967,-5.4306967
5729,TeInAlS+TeInAlSe,0.4,Direct,3.992,0.6793,0.0048,0.688,0.0003,1,-5.3303046,-5.7306046,-4.7525304,-5.1528304
5730,TeInAlS+TeInAlSe-1,0.888,Direct,3.995,0.1557,0.3116,0.295,0.4017,6,-3.857256,-4.745356,-3.8667749,-4.7548749
5731,TeInAlS+TeInAlSe-2,0.89,Direct,3.992,0.0263,0.4304,0,0.6902,1,-4.1883839,-5.0785839,-4.2033336,-5.0935336
