,material,Gap,type_gap,lattice,cbm_up,cbm_down,vbm_up,vbm_down,lexing,form-energy,,
227,GaAlS2+SInAlSe,1.254,Indirect,3.71,0.0057,0.267,0.717,0,2,-0.04334592,,
228,GaAlS2+SInAlSe-1,1.565,Indirect,3.711,0.323,0.02,0.1268,0.4648,5,-0.04207219,,
229,GaAlS2+SInAlSe-2,1.728,Indirect,3.709,0.0636,0.2122,0.2008,0.39,6,-0.03614432,,
230,GaAlS2+SInAlSe-3,1.043,Indirect,3.709,0.3424,0.0054,0.0348,0.5439,2,-0.03206507,,
231,GaAlS2+SInAlTe,0.422,Direct,3.797,0.038,0.5335,0.5714,0.0003,2,0.21568044,,
232,GaAlS2+SInAlTe-1,1.386,Direct,3.8,0.0508,0.5141,0.5715,0,2,0.22205915,,
233,GaAlS2+SInAlTe-2,1.061,Direct,3.798,0.0253,0.5308,0.5715,0.0001,2,0.22063126,,
234,GaAlS2+SInAlTe-3,1.065,Indirect,3.803,0.2924,0.0024,0.0313,0.5501,2,0.233303,,
235,GaAlS2+SInGaSe,1.365,Indirect,3.721,0.0145,0.262,0.4968,0.1633,5,-0.02423946,,
236,GaAlS2+SInGaSe-1,1.685,Indirect,3.722,0.0249,0.2576,0.204,0.4114,5,-0.01687206,,
237,GaAlS2+SInGaSe-2,1.703,Indirect,3.722,0.1381,0.1916,0.1335,0.4667,6,-0.01679718,,
238,GaAlS2+SInGaSe-3,1.449,Indirect,3.723,0.5692,0.0498,0.0473,0.535,2,-0.00859045,,
239,GaAlS2+SInGaTe,0.148,Direct,3.808,0.0485,0.5277,0.7005,0.0003,2,0.2328935,,
240,GaAlS2+SInGaTe-1,0.793,Direct,3.808,0.061,0.5133,0.7003,0,2,0.2437813,,
241,GaAlS2+SInGaTe-2,0.786,Direct,3.806,0.0469,0.5149,0.7003,0.0002,2,0.2399363,,
242,GaAlS2+SInGaTe-3,1.202,Indirect,3.809,0.5026,0.0285,0.7005,0,1,0.25370472,,
243,GaAlS2+TeGaAlS,-0.159,Indirect,3.717,0.0085,0.2639,0.7106,0,3,-0.01514079,,
244,GaAlS2+TeGaAlS-1,-0.123,Indirect,3.718,0.0091,0.2654,0.7112,0.0002,3,-0.03994321,,
245,GaAlS2+TeGaAlS-2,0.192,Indirect,3.719,0.1143,0.1592,0.7121,0,5,-0.00148066,,
246,GaAlS2+TeGaAlS-3,0.352,Indirect,3.723,0.1982,0.0656,0.7107,0.0001,5,-0.02521387,,
247,GaAlS2+TeGaAlSe,-0.07,Indirect,3.77,0.0066,0.2593,0.7026,0,3,0.11261104,,
248,GaAlS2+TeGaAlSe-1,0.01,Indirect,3.768,0.0089,0.259,0.7041,0.0002,2,0.10269616,,
249,GaAlS2+TeGaAlSe-2,0.427,Indirect,3.769,0.0451,0.2224,0.7043,0,2,0.1237922,,
250,GaAlS2+TeGaAlSe-3,0.67,Indirect,3.768,0.0623,0.2023,0.7042,0.0001,5,0.11219359,,
251,GaAlS2+TeInAlS,-0.39,Indirect,3.75,0.2134,0.1023,0.706,0,3,0.07466746,,
252,GaAlS2+TeInAlS-1,-0.364,Indirect,3.748,0.3214,0.0109,0.7069,0.0002,3,0.05591698,,
253,GaAlS2+TeInAlS-2,-0.397,Indirect,3.747,0.3004,0.0261,0.7065,0,3,0.09629158,,
254,GaAlS2+TeInAlS-3,-0.35,Indirect,3.748,0.3277,0.0062,0.7062,0.0001,3,0.07582338,,
255,GaAlS2+TeInAlSe,-0.2,Indirect,3.81,0.0428,0.2352,0.7042,0,3,0.25611169,,
256,GaAlS2+TeInAlSe-1,-0.101,Indirect,3.811,0.0155,0.2521,0.7069,0.0004,3,0.25569487,,
257,GaAlS2+TeInAlSe-2,-0.045,Indirect,3.814,0.2315,0.0888,0.6957,0.0072,3,0.28684739,,
258,GaAlS2+TeInAlSe-3,0.029,Indirect,3.816,0.3309,0.0165,0.7068,0.0002,1,0.28018194,,
259,GaAlS2+TeInGaS,-0.202,Indirect,3.775,0.3099,0.1225,0.7096,0,3,0.15172206,,
260,GaAlS2+TeInGaS-1,-0.205,Indirect,3.773,0.1338,0.211,0.711,0.0004,3,0.12716729,,
261,GaAlS2+TeInGaS-2,-0.139,Indirect,3.776,0.5091,0.0216,0.7117,0,3,0.1653125,,
262,GaAlS2+TeInGaS-3,-0.074,Indirect,3.781,0.5368,0.0141,0.7117,0.0001,3,0.14979988,,
263,GaAlSe2+SGaAlSe,1.441,Indirect,3.736,0.01,0.313,0.4866,0.0949,2,-0.1769875,,
264,GaAlSe2+SGaAlSe-1,1.539,Indirect,3.739,0.3111,0.0194,0.2261,0.36,5,-0.17177634,,
265,GaAlSe2+SGaAlSe-2,1.751,Indirect,3.735,0.2365,0.0748,0.3256,0.2605,6,-0.17024082,,
266,GaAlSe2+SGaAlSe-3,1.199,Indirect,3.738,0.3203,0.0075,0.0724,0.5069,2,-0.1656095,,
267,GaAlSe2+SGaAlTe-1,1.379,Indirect,3.825,0.5286,0.0611,0.2218,0.3548,5,-0.17950421,,
268,GaAlSe2+SGaAlTe-3,1.044,Indirect,3.824,0.38,0.0119,0.0734,0.5059,2,-0.17266656,,
269,GaAlSe2+SInAlSe-1,1.306,Indirect,3.806,0.3237,0.0057,0.1204,0.4729,5,-0.19749981,,
270,GaAlSe2+SInAlSe-3,0.947,Indirect,3.808,0.3249,0.0036,0.0423,0.5394,2,-0.18820612,,
271,GaAlSe2+SInAlTe-1,1.413,Indirect,3.897,0.3251,0.0442,0.1218,0.4668,5,-0.09338957,,
272,GaAlSe2+GaAlSe2,1.385,Indirect,3.778,0.0119,0.3062,0.4698,0.1176,5,-0.19846856,,
273,GaAlSe2+GaAlSe2-1,1.702,Indirect,3.779,0.1715,0.1309,0.293,0.2965,6,-0.19158434,,
274,GaAlSe2+GaAlSe2-2,1.598,Indirect,3.782,0.141,0.1828,0.3015,0.2922,6,-0.20631488,,
275,GaAlSe2+GaAlTe2,0.45,Direct,3.95,0.0685,0.4997,0.6736,0,2,0.01716706,,
276,GaAlSe2+GaAlTe2-1,0.792,Direct,3.95,0.0674,0.5029,0.6725,0.0012,2,0.01266073,,
277,GaAlSe2+GaAlTe2-2,0.913,Direct,3.949,0.0349,0.5198,0.6738,0,2,0.02822464,,
278,GaAlSe2+GaAlTe2-3,1.236,Indirect,3.949,0.0429,0.5148,0.1563,0.4308,5,0.02422703,,
279,GaAlSe2+In2SeTe,0.328,Direct,3.995,0.1144,0.4606,0.6915,0,2,0.14211389,,
280,GaAlSe2+In2SeTe-1,0.192,Direct,3.992,0.0893,0.4848,0.6905,0.0012,2,0.14034663,,
281,GaAlSe2+In2SeTe-2,0.752,Direct,3.993,0.1842,0.3914,0.6915,0,5,0.15155615,,
282,GaAlSe2+In2SeTe-3,0.603,Direct,3.992,0.0952,0.4629,0.6908,0.0005,2,0.15164854,,
283,GaAlSe2+In2SSe,1.329,Indirect,3.881,0.3613,0.2314,0.1595,0.4554,6,-0.12004549,,
284,GaAlSe2+In2SSe-1,1.335,Indirect,3.883,0.2572,0.326,0.2158,0.4119,6,-0.12817859,,
285,GaAlSe2+In2SSe-2,1.035,Indirect,3.882,0.5155,0.0935,0.0583,0.5326,2,-0.11279496,,
286,GaAlSe2+In2SSe-3,1.208,Indirect,3.883,0.4629,0.1396,0.0822,0.5163,5,-0.12022364,,
287,GaAlSe2+In2STe,0.43,Direct,3.959,0.2207,0.3624,0.6951,0,5,0.04333615,,
288,GaAlSe2+In2STe-1,0.118,Direct,3.954,0.1034,0.4697,0.6946,0.001,2,0.03174716,,
289,GaAlSe2+In2STe-2,0.666,Direct,3.955,0.4389,0.1724,0.6957,0,5,0.05244926,,
290,GaAlSe2+In2STe-3,0.531,Direct,3.955,0.2093,0.3624,0.6946,0.0005,5,0.04323049,,
291,GaAlSe2+InAlS2,1.649,Indirect,3.754,0.0375,0.2777,0.4364,0.1671,5,-0.17469962,,
292,GaAlSe2+InAlS2-1,1.173,Indirect,3.756,0.2844,0.0032,0.1109,0.4823,2,-0.19433691,,
293,GaAlSe2+InAlS2-2,1.607,Indirect,3.752,0.2558,0.0263,0.187,0.4047,5,-0.17028984,,
294,GaAlSe2+InAlS2-3,0.807,Indirect,3.755,0.2851,0.0024,0.0422,0.5412,2,-0.18602231,,
295,GaAlSe2+InAlSe2,1.141,Indirect,3.841,0.0181,0.293,0.7304,0,2,-0.16623738,,
296,GaAlSe2+InAlSe2-1,1.417,Indirect,3.841,0.3209,0.0105,0.1818,0.4267,5,-0.18141823,,
297,GaAlSe2+InAlSe2-2,1.451,Indirect,3.838,0.2031,0.1112,0.7308,0,5,-0.1599988,,
298,GaAlSe2+InAlSe2-3,1.108,Indirect,3.842,0.3243,0.0059,0.0747,0.5169,2,-0.17156118,,
299,GaAlSe2+InAlTe2,-0.009,Indirect,4.008,0.6788,0.0056,0.687,0,3,0.16914373,,
300,GaAlSe2+InAlTe2-1,0.209,Direct,4.001,0.0689,0.5031,0.6876,0.0013,2,0.16613223,,
301,GaAlSe2+InAlTe2-2,0.13,Direct,4.003,0.0408,0.5117,0.6884,0,2,0.18462695,,
302,GaAlSe2+InAlTe2-3,0.676,Direct,4.002,0.0419,0.5104,0.6876,0.0006,2,0.17803449,,
303,GaAlSe2+InGaS2,1.393,Indirect,3.771,0.582,0.055,0.2937,0.3333,5,-0.19635688,,
304,GaAlSe2+InGaS2-1,1.233,Indirect,3.771,0.5888,0.051,0.1797,0.4341,5,-0.20448179,,
305,GaAlSe2+InGaS2-2,1.143,Indirect,3.769,0.6013,0.0381,0.0996,0.4946,2,-0.1904168,,
306,GaAlSe2+InGaS2-3,0.915,Indirect,3.77,0.5974,0.0449,0.0629,0.5268,2,-0.19741633,,
307,GaAlSe2+InGaSe2,1.341,Indirect,3.853,0.3033,0.2945,0.4067,0.2466,6,-0.1662326,,
308,GaAlSe2+InGaSe2-1,1.32,Indirect,3.853,0.4353,0.1709,0.2708,0.3645,6,-0.17077399,,
309,GaAlSe2+InGaSe2-2,1.277,Indirect,3.852,0.5191,0.1024,0.1575,0.4543,5,-0.15789522,,
310,GaAlSe2+InGaSe2-3,1.122,Indirect,3.852,0.5558,0.0674,0.104,0.5005,2,-0.16161851,,
311,GaAlSe2+InGaTe2,0.045,Direct,4.009,0.1157,0.4718,0.6891,0,2,0.18110912,,
312,GaAlSe2+InGaTe2-1,0.24,Direct,4.006,0.0979,0.4862,0.6888,0.0014,2,0.18001849,,
313,GaAlSe2+InGaTe2-2,0.422,Direct,4.008,0.0694,0.4935,0.6892,0,2,0.19346964,,
314,GaAlSe2+InGaTe2-3,0.626,Direct,4.009,0.0622,0.4975,0.6881,0.0005,2,0.19330285,,
315,GaAlSe2+SeGaAlS,1.538,Indirect,3.734,0.0133,0.3066,0.4802,0.1066,2,-0.1595177,,
316,GaAlSe2+SeGaAlS-1,1.598,Indirect,3.733,0.2534,0.0158,0.3003,0.2962,5,-0.18082005,,
317,GaAlSe2+SeGaAlS-2,1.674,Indirect,3.733,0.2336,0.0313,0.2633,0.3235,5,-0.15372152,,
318,GaAlSe2+SeGaAlS-3,1.317,Indirect,3.732,0.2604,0.006,0.1081,0.4781,2,-0.17365411,,
319,GaAlSe2+SeGaAlTe,1.027,Indirect,3.865,0.0127,0.2982,0.5626,0.0011,2,-0.1454524,,
320,GaAlSe2+SeGaAlTe-1,1.392,Indirect,3.868,0.1418,0.2037,0.2876,0.2952,6,-0.14222815,,
321,GaAlSe2+SeGaAlTe-2,1.496,Direct,3.869,0.0931,0.4661,0.5623,0.0003,2,-0.13630603,,
322,GaAlSe2+SeGaAlTe-3,1.247,Indirect,3.868,0.354,0.0335,0.1116,0.4749,2,-0.1338686,,
323,GaAlSe2+SeInAlS,1,Indirect,3.791,0.0383,0.2738,0.735,0,2,-0.1837978,,
324,GaAlSe2+SeInAlS-1,1.26,Indirect,3.79,0.2877,0.0051,0.7278,0.0081,1,-0.21290759,,
325,GaAlSe2+SeInAlS-2,1.156,Indirect,3.791,0.2594,0.0269,0.7352,0,1,-0.17900442,,
326,GaAlSe2+SeInAlS-3,0.914,Indirect,3.79,0.2879,0.0033,0.0664,0.5234,2,-0.20524359,,
327,GaAlSe2+SeInAlTe,0.993,Indirect,3.932,0.0559,0.5129,0.4378,0.1558,5,-0.02149656,,
328,GaAlSe2+SeInAlTe-1,1.243,Indirect,3.933,0.0772,0.4859,0.1775,0.421,5,-0.02721379,,
329,GaAlSe2+SeInAlTe-2,1.29,Indirect,3.931,0.0378,0.5174,0.251,0.3445,5,-0.01339122,,
330,GaAlSe2+SeInAlTe-3,1.16,Indirect,3.93,0.2955,0.0041,0.0655,0.5264,2,-0.01774956,,
331,GaAlSe2+SeInGaS,1.246,Indirect,3.808,0.5749,0.0582,0.299,0.3321,5,-0.19373768,,
332,GaAlSe2+SeInGaS-1,1.252,Indirect,3.809,0.5535,0.0807,0.2749,0.3605,5,-0.2113173,,
333,GaAlSe2+SeInGaS-2,0.971,Indirect,3.807,0.593,0.0431,0.1064,0.49,2,-0.18716435,,
334,GaAlSe2+SeInGaS-3,0.975,Indirect,3.805,0.5889,0.0538,0.1016,0.4991,2,-0.20323652,,
335,GaAlSe2+SeInGaTe,0.804,Direct,3.937,0.0823,0.494,0.6782,0.0012,2,-0.01668703,,
336,GaAlSe2+SeInGaTe-1,1.148,Direct,3.94,0.1044,0.4712,0.6781,0,2,-0.01613725,,
337,GaAlSe2+SeInGaTe-2,1.227,Direct,3.937,0.0759,0.4856,0.6784,0.0004,2,-0.00685777,,
338,GaAlSe2+SeInGaTe-3,1.252,Indirect,3.938,0.1798,0.3961,0.0975,0.5076,5,-0.00522104,,
339,GaAlSe2+SGaAlTe,0.863,Indirect,3.825,0.0111,0.3021,0.5675,0.0007,2,-0.19652882,,
340,GaAlSe2+SGaAlTe-2,1.36,Direct,3.828,0.3164,0.2572,0.5673,0.0002,5,-0.18640985,,
341,GaAlSe2+SInAlSe,1.433,Indirect,3.805,0.0132,0.3008,0.4686,0.1349,5,-0.19371957,,
342,GaAlSe2+SInAlSe-2,1.69,Indirect,3.806,0.1968,0.115,0.2281,0.3671,6,-0.18621833,,
343,GaAlSe2+SInAlTe,1.106,Direct,3.894,0.0511,0.517,0.5575,0.0012,2,-0.09620213,,
344,GaAlSe2+SInAlTe-2,1.482,Indirect,3.89,0.05,0.5052,0.2434,0.3476,5,-0.08842082,,
345,GaAlSe2+SInAlTe-3,1.073,Indirect,3.897,0.3573,0.0127,0.0497,0.5352,2,-0.08270414,,
346,GaAlSe2+SInGaSe,1.499,Indirect,3.817,0.3371,0.2657,0.4135,0.2363,6,-0.19912795,,
347,GaAlSe2+SInGaSe-1,1.346,Indirect,3.818,0.5421,0.0783,0.187,0.427,5,-0.19457341,,
348,GaAlSe2+SInGaSe-2,1.409,Indirect,3.819,0.5349,0.0904,0.1583,0.4493,5,-0.19108099,,
349,GaAlSe2+SInGaSe-3,1.04,Indirect,3.817,0.5797,0.0472,0.0684,0.5229,2,-0.18646682,,
350,GaAlSe2+SInGaTe,0.75,Direct,3.902,0.0837,0.492,0.6836,0.0011,2,-0.0945782,,
351,GaAlSe2+SInGaTe-1,1.323,Direct,3.903,0.2165,0.3689,0.6846,0,5,-0.08381168,,
352,GaAlSe2+SInGaTe-2,1.209,Direct,3.899,0.1141,0.4517,0.6844,0.0004,5,-0.08386466,,
353,GaAlSe2+SInGaTe-3,1.157,Indirect,3.905,0.5393,0.0183,0.0575,0.5331,2,-0.07604528,,
354,GaAlSe2+TeGaAlS,0.345,Indirect,3.813,0.0232,0.2872,0.6968,0,2,-0.17667796,,
355,GaAlSe2+TeGaAlS-1,0.558,Indirect,3.812,0.0235,0.2981,0.6962,0.0007,2,-0.20698162,,
356,GaAlSe2+TeGaAlS-2,0.616,Indirect,3.813,0.2396,0.0348,0.6967,0,1,-0.17020427,,
357,GaAlSe2+TeGaAlS-3,0.719,Indirect,3.814,0.2675,0.0065,0.6962,0.0003,1,-0.19765349,,
358,GaAlSe2+TeGaAlSe,0.524,Indirect,3.865,0.0155,0.2918,0.6883,0,2,-0.14220477,,
359,GaAlSe2+TeGaAlSe-1,0.738,Indirect,3.86,0.0237,0.2927,0.6886,0.0009,2,-0.15725859,,
360,GaAlSe2+TeGaAlSe-2,0.946,Indirect,3.863,0.1568,0.1495,0.6884,0,5,-0.13429962,,
361,GaAlSe2+TeGaAlSe-3,1.114,Indirect,3.864,0.2881,0.0166,0.688,0.0003,1,-0.14788339,,
362,GaAlSe2+TeInAlS,-0.124,Indirect,3.856,0.166,0.1421,0.7008,0,3,-0.13909506,,
363,GaAlSe2+TeInAlS-1,-0.017,Indirect,3.855,0.3017,0.0133,0.7016,0.0009,3,-0.16612618,,
364,GaAlSe2+TeInAlS-2,-0.077,Indirect,3.856,0.2785,0.0237,0.7015,0,3,-0.12772995,,
365,GaAlSe2+TeInAlS-3,-0.019,Indirect,3.86,0.3024,0.0048,0.7011,0.0004,3,-0.15398237,,
366,GaAlSe2+TeInAlSe,0.007,Indirect,3.912,0.415,0.2202,0.6969,0,5,-0.05771363,,
367,GaAlSe2+TeInAlSe-1,0.1,Direct,3.91,0.1134,0.4306,0.6967,0.0009,5,-0.07430434,,
368,GaAlSe2+TeInAlSe-2,0.149,Direct,3.911,0.1335,0.4084,0.6979,0,5,-0.04690323,,
369,GaAlSe2+TeInAlSe-3,0.381,Indirect,3.911,0.3394,0.0072,0.6965,0.0004,1,-0.06215403,,
370,GaAlSe2+TeInGaS,-0.004,Indirect,3.871,0.6109,0.0432,0.7027,0,3,-0.11727777,,
371,GaAlSe2+TeInGaS-1,-0.005,Indirect,3.884,0.626,0.0479,0.7012,0.0008,3,-0.14033379,,
372,GaAlSe2+TeInGaS-2,-0.01,Indirect,3.878,0.6391,0.0258,0.7028,0,3,-0.10926741,,
373,GaAlSe2+TeInGaS-3,0.012,Indirect,3.878,0.6645,0.0183,0.6494,0.0275,1,-0.12850236,,
374,GaAlSe2+TeInGaSe,0.046,Direct,3.921,0.2789,0.3169,0.6993,0,5,-0.03909875,,
375,GaAlSe2+TeInGaSe-1,0.075,Direct,3.924,0.2243,0.3583,0.6978,0.0009,5,-0.0482493,,
376,GaAlSe2+TeInGaSe-2,0.247,Direct,3.923,0.4963,0.1253,0.6991,0,5,-0.03015288,,
377,GaAlSe2+TeInGaSe-3,0.297,Direct,3.919,0.4813,0.1302,0.6983,0.0005,5,-0.03677222,,
378,GaAlTe2+SInGaTe-1,0.881,Indirect,4.073,0.5611,0.0735,0.2153,0.3683,5,-0.21661257,,
379,GaAlTe2+SInGaTe-3,0.689,Indirect,4.073,0.5634,0.0682,0.109,0.4533,2,-0.20837089,,
380,GaAlTe2+TeGaAlS-1,1.2,Direct,3.983,0.4277,0.0642,0.4868,0.187,5,-0.08824419,,
381,GaAlTe2+TeInGaSe-3,0.622,Indirect,4.097,0.548,0.0948,0.1987,0.3901,5,-0.23347553,,
382,GaAlTe2+TeInGaSe-2,0.362,Indirect,4.1,0.5073,0.1053,0.2105,0.3795,5,-0.22301962,,
383,GaAlTe2+GaAlTe2,1.125,Indirect,4.109,0.0495,0.3998,0.3965,0.1593,5,-0.22401126,,
384,GaAlTe2+GaAlTe2-1,1.345,Indirect,4.109,0.1602,0.2331,0.2871,0.2693,6,-0.21615609,,
385,GaAlTe2+GaAlTe2-2,1.207,Indirect,4.114,0.1733,0.2624,0.2876,0.2701,6,-0.23167064,,
386,GaAlTe2+In2SeTe,0.945,Indirect,4.162,0.4698,0.1494,0.2419,0.3602,6,-0.2256195,,
387,GaAlTe2+In2SeTe-1,1.03,Indirect,4.162,0.4377,0.1769,0.2772,0.3297,6,-0.22288521,,
388,GaAlTe2+In2SeTe-2,0.785,Indirect,4.164,0.5139,0.1055,0.1197,0.4528,5,-0.21665805,,
389,GaAlTe2+In2SeTe-3,0.932,Indirect,4.16,0.5316,0.0909,0.1476,0.4311,5,-0.21401251,,
390,GaAlTe2+In2SSe,0.793,Indirect,4.054,0.5239,0.0994,0.1893,0.3947,5,-0.20561967,,
391,GaAlTe2+In2SSe-1,0.928,Indirect,4.057,0.531,0.1041,0.2132,0.3806,5,-0.21280125,,
392,GaAlTe2+In2SSe-2,0.585,Indirect,4.056,0.5102,0.1083,0.105,0.4575,2,-0.19869406,,
393,GaAlTe2+In2SSe-3,0.743,Indirect,4.058,0.5333,0.0994,0.1093,0.458,2,-0.20572563,,
394,GaAlTe2+In2STe,0.746,Indirect,4.131,0.5287,0.1038,0.2036,0.3835,5,-0.23616881,,
395,GaAlTe2+In2STe-1,0.99,Indirect,4.128,0.5122,0.131,0.271,0.3294,6,-0.24118338,,
396,GaAlTe2+In2STe-2,0.548,Indirect,4.127,0.5145,0.1127,0.1067,0.4581,2,-0.22866533,,
397,GaAlTe2+In2STe-3,0.876,Indirect,4.127,0.5635,0.0831,0.145,0.4286,5,-0.2331013,,
398,GaAlTe2+InAlS2,0.924,Direct,3.928,0.4718,0.021,0.0002,0.6758,2,0.12279054,,
399,GaAlTe2+InAlS2-1,0.321,Direct,3.932,0.4379,0.0834,0.0012,0.6752,2,0.09098559,,
400,GaAlTe2+InAlS2-2,0.583,Direct,3.929,0.4718,0.0198,0,0.6771,2,0.12675454,,
401,GaAlTe2+InAlS2-3,0.029,Direct,3.933,0.4238,0.0966,0,0.6761,2,0.09742326,,
402,GaAlTe2+InAlSe2,1.181,Indirect,4.013,0.4468,0.0392,0.3785,0.2147,5,-0.12407875,,
403,GaAlTe2+InAlSe2-1,0.867,Indirect,4.014,0.4316,0.0737,0.1727,0.3994,5,-0.14774047,,
404,GaAlTe2+InAlSe2-2,1.036,Direct,4.009,0.4507,0.0314,0,0.6639,2,-0.11775758,,
405,GaAlTe2+InAlSe2-3,0.574,Direct,4.014,0.4303,0.0734,0,0.6631,2,-0.14009934,,
406,GaAlTe2+InAlTe2,0.958,Indirect,4.165,0.0306,0.4318,0.6716,0,2,-0.20274218,,
407,GaAlTe2+InAlTe2-1,1.14,Indirect,4.168,0.262,0.1282,0.2165,0.355,6,-0.21571751,,
408,GaAlTe2+InAlTe2-2,1.23,Indirect,4.166,0.2134,0.1138,0.6717,0,5,-0.1944745,,
409,GaAlTe2+InAlTe2-3,0.991,Indirect,4.166,0.33,0.0213,0.1138,0.4461,5,-0.20645091,,
410,GaAlTe2+InGaS2,0.283,Direct,3.949,0.554,0.076,0.0006,0.6727,2,0.04313197,,
411,GaAlTe2+InGaS2-1,0.354,Direct,3.952,0.525,0.1195,0.0015,0.6718,2,0.02661089,,
412,GaAlTe2+InGaS2-2,0.001,Direct,3.948,0.5275,0.0968,0,0.6737,2,0.04823375,,
413,GaAlTe2+InGaS2-3,0.054,Direct,3.951,0.4966,0.1394,0,0.6732,5,0.03218652,,
414,GaAlTe2+InGaSe2,0.687,Indirect,4.026,0.5417,0.081,0.3353,0.2822,5,-0.16221958,,
415,GaAlTe2+InGaSe2-1,0.724,Indirect,4.029,0.5369,0.1034,0.2816,0.3296,5,-0.17256842,,
416,GaAlTe2+InGaSe2-2,0.556,Indirect,4.027,0.5299,0.089,0.1987,0.3899,5,-0.15543877,,
417,GaAlTe2+InGaSe2-3,0.535,Direct,4.029,0.526,0.1096,0,0.6605,2,-0.16554456,,
418,GaAlTe2+InGaTe2,1.026,Indirect,4.172,0.3093,0.1776,0.3718,0.2458,6,-0.21036389,,
419,GaAlTe2+InGaTe2-1,1.041,Indirect,4.171,0.3641,0.1437,0.3185,0.291,6,-0.21468256,,
420,GaAlTe2+InGaTe2-2,1.006,Indirect,4.171,0.4653,0.0465,0.2343,0.3583,5,-0.20122572,,
421,GaAlTe2+InGaTe2-3,0.97,Indirect,4.169,0.4915,0.0368,0.1776,0.405,5,-0.20493145,,
422,GaAlTe2+SeGaAlS,0.978,Direct,3.9,0.5032,0.0203,0.0002,0.6806,2,0.21526679,,
423,GaAlTe2+SeGaAlS-1,0.626,Direct,3.904,0.4911,0.0596,0.0011,0.6799,2,0.18706941,,
424,GaAlTe2+SeGaAlS-2,0.62,Direct,3.901,0.5051,0.0174,0,0.6817,2,0.21949076,,
425,GaAlTe2+SeGaAlS-3,0.281,Direct,3.903,0.489,0.0606,0,0.6812,2,0.19292062,,
426,GaAlTe2+SeGaAlTe,1.204,Indirect,4.034,0.0723,0.3693,0.4678,0.1065,2,-0.17510235,,
427,GaAlTe2+SeGaAlTe-1,0.835,Indirect,4.036,0.5489,0.0485,0.247,0.318,5,-0.17605257,,
428,GaAlTe2+SeGaAlTe-2,1.211,Indirect,4.034,0.5603,0.0407,0.3681,0.2014,5,-0.16784176,,
429,GaAlTe2+SeGaAlTe-3,0.669,Indirect,4.035,0.5454,0.0506,0.1408,0.4177,5,-0.16899765,,
430,GaAlTe2+SeInAlS,1.019,Direct,3.967,0.4598,0.0187,0.0002,0.6694,2,0.0039408,,
431,GaAlTe2+SeInAlS-1,0.652,Direct,3.968,0.4325,0.0823,0.0044,0.6671,2,-0.03644201,,
432,GaAlTe2+SeInAlS-2,0.703,Direct,3.966,0.4602,0.0169,0,0.6708,2,0.00826442,,
433,GaAlTe2+SeInAlS-3,0.324,Direct,3.965,0.4243,0.0891,0,0.6712,2,-0.02964287,,
434,GaAlTe2+SeInAlTe,1.219,Indirect,4.097,0.0351,0.4215,0.4155,0.1674,5,-0.22153739,,
435,GaAlTe2+SeInAlTe-1,1.207,Indirect,4.102,0.297,0.0239,0.1802,0.3863,5,-0.23420763,,
436,GaAlTe2+SeInAlTe-2,1.438,Indirect,4.095,0.1187,0.2703,0.2751,0.2964,6,-0.21360374,,
437,GaAlTe2+SeInAlTe-3,0.964,Indirect,4.098,0.3092,0.008,0.0873,0.4672,2,-0.22662174,,
438,GaAlTe2+SeInGaS,0.382,Direct,3.986,0.5523,0.0717,0.0008,0.6663,2,-0.06342453,,
439,GaAlTe2+SeInGaS-1,0.694,Direct,3.986,0.5374,0.117,0.0054,0.6633,2,-0.08879574,,
440,GaAlTe2+SeInGaS-2,0.081,Direct,3.984,0.5155,0.1013,0,0.6678,2,-0.05790001,,
441,GaAlTe2+SeInGaS-3,0.399,Direct,3.99,0.5255,0.1229,0,0.6673,2,-0.08252177,,
442,GaAlTe2+SeInGaTe,1.175,Indirect,4.103,0.4593,0.1627,0.389,0.2327,6,-0.23377791,,
443,GaAlTe2+SeInGaTe-1,1.029,Indirect,4.109,0.5249,0.0981,0.261,0.3403,5,-0.23841621,,
444,GaAlTe2+SeInGaTe-2,1.131,Indirect,4.106,0.5445,0.0785,0.2373,0.3546,5,-0.22565931,,
445,GaAlTe2+SeInGaTe-3,0.889,Indirect,4.104,0.5476,0.0747,0.1428,0.4323,5,-0.23026528,,
446,GaAlTe2+SGaAlSe,1.057,Direct,3.908,0.5461,0.0398,0.0004,0.6792,2,0.18302378,,
447,GaAlTe2+SGaAlSe-1,0.29,Direct,3.908,0.5383,0.0473,0.0006,0.6792,2,0.18378776,,
448,GaAlTe2+SGaAlSe-2,0.716,Direct,3.907,0.5508,0.0336,0,0.6807,2,0.18819907,,
449,GaAlTe2+SGaAlSe-3,0.001,Direct,3.909,0.5315,0.0523,0.0013,0.6782,2,0.1897429,,
450,GaAlTe2+SGaAlTe,1.221,Indirect,3.999,0.5249,0.0739,0.4947,0.0819,1,-0.10638322,,
451,GaAlTe2+SGaAlTe-1,0.575,Direct,3.999,0.5512,0.031,0.0007,0.6641,2,-0.09265931,,
452,GaAlTe2+SGaAlTe-2,1.218,Indirect,3.998,0.5519,0.0445,0.4038,0.1706,5,-0.09919602,,
453,GaAlTe2+SGaAlTe-3,0.226,Direct,3.998,0.5356,0.0455,0,0.6658,2,-0.08688678,,
454,GaAlTe2+SInAlSe,1.274,Indirect,3.974,0.4689,0.0423,0.3978,0.1923,5,-0.04615799,,
